条目ID,名称,目的地,字段,当前口径,状态,处理建议
A049,泉州海外交通史博物馆,泉州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A049,泉州海外交通史博物馆,泉州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A050,洛阳桥,泉州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A050,洛阳桥,泉州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A131,龙门石窟,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A131,龙门石窟,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A132,白马寺,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A132,白马寺,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A133,洛阳博物馆,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A133,洛阳博物馆,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A134,洛阳老城十字街,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A134,洛阳老城十字街,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A135,隋唐洛阳城国家遗址公园,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A135,隋唐洛阳城国家遗址公园,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A136,王城公园,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A136,王城公园,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A137,关林,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A137,关林,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A138,洛邑古城,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A138,洛邑古城,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A139,白云山,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A139,白云山,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A140,龙潭大峡谷,洛阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A140,龙潭大峡谷,洛阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A241,潮州古城,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A242,广济桥,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A242,广济桥,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A243,开元寺,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A243,开元寺,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A244,汕头小公园,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A244,汕头小公园,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A245,南澳岛,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A245,南澳岛,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A246,韩文公祠,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A246,韩文公祠,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A247,石炮台公园,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A247,石炮台公园,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A248,潮汕工夫茶体验,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A248,潮汕工夫茶体验,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A249,礐石风景区,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A249,礐石风景区,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A250,陈慈黉故居,潮汕,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A250,陈慈黉故居,潮汕,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A281,拙政园,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A281,拙政园,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A282,留园,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A282,留园,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A283,平江路历史街区,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A283,平江路历史街区,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A284,山塘街,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A284,山塘街,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A285,虎丘,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A285,虎丘,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A286,苏州博物馆,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A286,苏州博物馆,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A287,周庄古镇,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A287,周庄古镇,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A288,同里古镇,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A288,同里古镇,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A289,网师园,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A289,网师园,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A290,金鸡湖,苏州,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A290,金鸡湖,苏州,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A171,告庄西双景,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A171,告庄西双景,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A172,中科院西双版纳热带植物园,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A172,中科院西双版纳热带植物园,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A173,野象谷,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A173,野象谷,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A174,傣族园,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A174,傣族园,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A175,原始森林公园,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A175,原始森林公园,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A176,曼听公园,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A176,曼听公园,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A177,勐泐大佛寺,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A177,勐泐大佛寺,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A178,澜沧江夜游,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A178,澜沧江夜游,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A179,望天树景区,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A179,望天树景区,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A180,勐远仙境,西双版纳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A180,勐远仙境,西双版纳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A071,青海湖,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A071,青海湖,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A072,茶卡盐湖,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A072,茶卡盐湖,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A073,塔尔寺,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A073,塔尔寺,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A074,日月山,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A074,日月山,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A075,门源油菜花,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A075,门源油菜花,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A076,祁连山,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A076,祁连山,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A077,黑马河,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A077,黑马河,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A078,西宁东关清真大寺,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A078,西宁东关清真大寺,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A079,卓尔山,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A079,卓尔山,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A080,龙羊峡,西宁-青海湖,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A080,龙羊峡,西宁-青海湖,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A324,西安城墙,西安,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A324,西安城墙,西安,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A325,回民街,西安,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A325,回民街,西安,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A326,华清宫,西安,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A326,华清宫,西安,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A327,钟鼓楼,西安,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A327,钟鼓楼,西安,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A328,大明宫国家遗址公园,西安,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A328,大明宫国家遗址公园,西安,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A329,大唐芙蓉园,西安,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A329,大唐芙蓉园,西安,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A330,小雁塔,西安,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A330,小雁塔,西安,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A151,黄果树瀑布,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A151,黄果树瀑布,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A152,青岩古镇,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A152,青岩古镇,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A153,黔灵山公园,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A153,黔灵山公园,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A154,甲秀楼,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A154,甲秀楼,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A155,青云路夜市,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A155,青云路夜市,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A156,荔波小七孔,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A156,荔波小七孔,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A157,龙宫,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A157,龙宫,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A158,西江千户苗寨,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A158,西江千户苗寨,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A159,花溪公园,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A159,花溪公园,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A160,天河潭,贵阳,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A160,天河潭,贵阳,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A301,洪崖洞,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A301,洪崖洞,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A302,解放碑,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A302,解放碑,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A303,磁器口古镇,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A303,磁器口古镇,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A304,长江索道,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A304,长江索道,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A305,武隆天生三桥,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A305,武隆天生三桥,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A306,白公馆,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A306,白公馆,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A307,南山一棵树观景台,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A307,南山一棵树观景台,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A308,黄桷坪涂鸦一条街,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A308,黄桷坪涂鸦一条街,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A309,重庆中国三峡博物馆,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A309,重庆中国三峡博物馆,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A310,南滨路,重庆,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A310,南滨路,重庆,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A231,湖南博物院,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A231,湖南博物院,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A232,橘子洲,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A232,橘子洲,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A233,岳麓山,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A233,岳麓山,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A234,岳麓书院,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A234,岳麓书院,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A235,太平街,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A235,太平街,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A236,坡子街,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A236,坡子街,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A237,IFS 国金中心,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A237,IFS 国金中心,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A238,梅溪湖,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A238,梅溪湖,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A239,天心阁,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A239,天心阁,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A240,靖港古镇,长沙,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A240,靖港古镇,长沙,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A111,长白山天池,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A111,长白山天池,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A112,长白瀑布,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A112,长白瀑布,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A113,聚龙温泉,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A113,聚龙温泉,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A114,地下森林,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A114,地下森林,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A115,绿渊潭,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A115,绿渊潭,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A116,魔界,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A116,魔界,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A117,二道白河,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A117,二道白河,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A118,长白山西坡,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A118,长白山西坡,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A119,长白山自然博物馆,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A119,长白山自然博物馆,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A120,松江河国家森林公园,长白山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A120,松江河国家森林公园,长白山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A211,栈桥,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A211,栈桥,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A212,八大关,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A212,八大关,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A213,崂山,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A213,崂山,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A214,青岛啤酒博物馆,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A214,青岛啤酒博物馆,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A215,劈柴院,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A215,劈柴院,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A216,小青岛,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A216,小青岛,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A217,第二海水浴场,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
